10023,0
11256,0
11254,0
11095,0
11253,0
11252,0
10021,0
11094,[1]10021
11073,0
11074,0
11033,0
11034,0
11091,0
11092,0
11066,0
11067,0
11064,0
11065,0
11107,0
11164,0
10018,0
10033,0
10778,0
10576,0
11153,0
11328,0
11083,0
11135,0
11329,0
10072,0
10073,0
11084,0
10090,0
11113,0
10097,0
11110,0
10100,0
11055,0
11075,0
11035,0
10892,0
10152,0
11333,0
10883,0
10165,0
11330,0
11265,0
11116,0
11190,0
10545,0
11046,0
10034,0
10769,0
11056,0
11185,0
10772,0
11054,0
10108,0
11041,0
11293,0
10581,0
11078,0
10767,0
11057,0
10544,0
11294,0
11189,0
11045,0
10149,0
11058,0
11366,0
11186,0
11295,0
11360,0
10011,0
10932,0
10013,0
10913,0
10914,0
10091,0
11332,0
10886,0
11292,0
11193,0
10549,0
10548,0
10929,0
11351,0
10573,0
10074,0
10081,0
10094,0
11089,0
10908,0
10904,[2]10903
11358,0
10109,0
10903,[2]10904
11114,0
11103,0
11359,0
11104,0
10905,0
11105,0
11039,0
10887,0
11162,0
11259,0
11161,[1]10098
11296,0
10181,0
11188,0
11163,[1]10098
10949,0
11106,0
10933,0
11308,0
11079,0
10930,0
11111,0
11155,0
11101,0
11043,0
10776,0
11044,0
11152,0
10559,0
11154,0
11191,0
10052,0
11102,0
11257,0
10910,0
10104,0
11336,0
11261,0
10556,0
11156,0
11160,0
10123,0
11096,0
10135,0
11042,0
11145,0
10164,0
11157,0
11159,0
11262,0
11419,0
11187,0
11264,0
11214,0
11206,0
11207,0
11210,0
11212,0
11204,0
11385,0
11357,0
11373,0
11356,0
11309,0
11365,0
11367,0
11393,0
11386,0
11209,0
11263,0
11233,0
11235,0
11394,0
11395,0
11368,0
11213,0
11205,0
11374,0
11362,0
11369,0
11392,0
11232,0
11234,0
11211,0
11215,0
11364,0
11361,0
38419,0
38420,0
38421,0
37287,0
38422,0
20410,0
20418,0
20406,0
34980,0
36341,
36573,[2]38781
30001,[2]34112
20409,0
20415,0
20416,0
38418,0
36339,0
36567,0
36377,0
36385,0
36386,0
36384,0
36388,0
36389,0
36390,0
38441,0
37845,0
37748,0
38085,0
38086,0
38087,0
38088,0
36392,0
36370,0
36371,0
38442,0
36369,0
36373,0
38443,0
36380,0
36391,0
36374,0
36571,0
36378,0
38445,0
36375,0
36372,0
36569,0
36381,0
36379,0
36376,0
36382,0
36570,0
38444,0
36566,0
38395,0
38396,0
38397,0
38391,0
38392,0
38393,0
38394,0
38388,0
38389,0
38390,0
37455,0
38653,
37842,
G15196,0
G16687,0
G15187,0
G15189,0
G15188,0
G15194,0
*G17668,0
G15255,0
G15195,0
G15248,0
G15235,0
11098,0
38469,0
38470,0
38404,0
36341,0
20406,0
20412,0
20413,0
34980,0
38405,0
36352,0
37413,0
38531,0
36353,0
36360,0
36345,0
37282,0
36354,0
37281,0
36346,0
36347,0
37284,0
36357,0
36348,0
36361,0
36358,0
36349,0
36366,0
36350,0
36367,0
36387,0
36356,0
38462,0
38463,0
38464,0
38465,0
37415,0
36355,0
36362,0
37418,0
36364,0
37285,0
36365,0
36368,0
38466,[2]38532
38532,[2]38466
36359,0
38399,0
38401,0
38402,0
37308,0
38398,0
38461,0
37319,0
37286,0
37455,0
22250,
35353,
20215,
36660,
30477,
35354,
36670,
33709,
G15186,0
G15183,0
*G15170,0
*G15185,0
G15178,0
G15231,0
G15230,0
G15213,0
11256,0
11254,0
11095,0
11253,0
11252,0
11260,0
11367,0
11368,0
11288,0
10950,0
11285,0
11286,0
11287,0
11289,0
38416,0
38417,[2]38854
20406,0
36341,0
36339,0
20441,0
34980,0
20642,0
30002,0
20415,0
38518,0
38467,[2]38853
38517,0
38516,0
38521,0
38520,0
38522,0
38523,0
38519,0
38524,0
38526,0
38528,0
38529,0
38525,0
38540,0
38546,0
38468,0
38534,0
38535,0
38533,0
38536,0
38530,0
38537,0
38541,0
38527,0
38543,0
38539,0
*38785,0
38542,0
38538,0
38547,0
38549,0
*38786,0
38548,0
38545,0
38544,0
38554,0
38550,0
38555,0
38556,0
38557,0
38551,0
38552,0
38553,0
37455,0
38687,0
38688,0
*36134,
*22002,
35336,
20518,
*33766,
21991,
20519,
37227,
*32918,
21992,
34566,
38455,[2]30133
21993,
36380,
*35946,
*35944,
21997,
22222,
22027,
30146,
21995,
35089,
38435,
*34886,
G16464,0
G16468,0
G16470,0
G16466,0
G16469,0
G16471,0
*G17604,0
38411,0
38403,0
20441,0
20479,0
20454,0
20412,0
30001,[2]34112
38407,0
20407,0
38473,0
38474,0
38475,0
38480,0
38491,0
38477,0
38478,0
38476,0
38501,0
38502,0
38503,0
38482,0
38481,0
38479,0
38487,0
38484,0
38486,0
38485,0
38483,0
38497,0
38493,0
38494,0
38490,0
38492,0
38488,0
38499,0
38489,0
38909,0
38919,0
38495,0
38496,0
38513,0
38514,0
38515,0
38504,0
38505,0
38506,0
38510,0
38511,0
38512,0
38507,0
38508,0
38509,0
37455,0
*39184,0
20471,
20477,
20497,
20472,
37270,
*36510,
35294,
*36511,
35980,
*G17708,0
*G17709,0
*G17710,0
*G17707,0
*G17711,0
*G17705,0
*G17712,0
38414,0
38415,0
37280,0
36341,0
20417,0
20419,0
36339,0
34980,0
35952,0
36308,0
36764,0
36305,0
36811,0
36813,0
36814,0
36306,0
36311,0
38089,0
38090,0
38091,0
36815,0
36309,0
36314,0
36317,0
36307,0
*38768,0
36321,0
36315,0
36319,0
38446,0
36310,0
*38769,0
*38771,0
*38810,0
36316,0
36817,0
*38770,0
36330,0
36323,0
36320,0
38447,0
36313,0
36816,0
36332,0
38379,0
38380,0
38381,0
37749,0
36325,0
38377,0
38378,0
37455,0
20645,
*37835,
20570,
35386,
21959,
*20644,
20548,
*38654,
*38655,
*G18304,0
G15360,0
G17622,0
*G18319,0
G15336,0
*G18288,0
G17621,0
*G16808,0
*G18314,0
*G18305,0
G15361,0
G17880,0
*G18322,0
G15358,0
G15352,0
*G18297,0
11094,[1]10021
36341,0
38412,0
36563,0
37275,0
38413,0
30002,0
20411,0
37412,0
30266,0
36564,0
34298,0
35325,0
35477,0
35322,0
30272,0
34300,0
38290,0
38291,0
38292,0
36095,0
35324,0
33752,0
35328,0
35323,0
35334,0
34309,0
30279,0
30271,0
34306,0
32898,[2]38761
35327,0
37079,0
37080,0
37081,0
36565,0
36809,[2]38763
36515,0
*38762,0
37274,0
36517,0
36512,0
30276,0
34316,[2]38766
*38765,0
35331,0
37277,0
37278,0
36513,0
33756,0
38435,0
*38764,0
32902,0
38368,0
38369,0
38370,0
37093,0
38366,0
38367,0
37455,0
*20497,
G14733,0
G14670,0
G17315,0
G14685,0
G14692,0
G14672,0
G14741,0
35339,0
38408,0
38409,0
38410,0
36339,0
36340,0
20642,0
36341,0
20441,0
20454,0
36503,0
20481,0
20493,0
20477,0
34743,0
20472,0
36500,0
36502,0
30226,0
35914,0
38425,0
38426,0
37082,0
37083,0
37084,0
*39131,0
20471,0
37269,0
20497,0
37271,0
36506,0
20494,0
20495,0
*36510,0
38427,0
35913,0
20480,0
36508,0
36507,0
34811,0
38428,0
36511,0
38429,0
36509,0
37270,0
20499,[2]38759
37407,0
37408,0
37409,0
37410,0
37411,0
38430,0
38431,0
38432,0
38433,0
38434,0
38363,0
38364,0
38365,0
38666,0
38360,0
38361,0
38362,0
37455,0
38082,0
38083,0
38084,0
*39190,0
37404,0
37405,0
37406,0
38569,
38473,
*38475,
*38487,
38601,
*38483,
38497,
38480,
38596,
G14347,0
G14346,0
G14335,0
G14336,0
G16162,0
G14339,0
G14334,0
*G16159,0
G14554,0
*G17245,0
G14458,0
*G17617,0
37834,0
37836,0
36339,0
35952,0
37280,0
30001,[2]34112
37501,0
37503,0
20417,0
37506,0
37505,0
37513,0
37516,0
37539,0
37833,0
37835,0
37508,0
38373,0
37534,0
38371,0
38372,0
38437,0
38438,0
38439,0
37837,0
37510,0
37511,0
37509,0
37520,0
37521,0
37839,[2]38777
37515,0
*38778,0
37838,0
37526,0
37841,0
37524,0
37517,0
37532,0
37525,0
37512,0
37840,0
*38779,0
37531,0
37519,0
37530,0
37518,0
37455,0
38681,0
38682,0
38683,0
38374,0
38375,0
38376,0
35335,
20552,
35336,
20549,
20553,
30126,
36309,
35938,
35337,
*37842,
G17403,0
*G18269,0
*G17918,0
*G18276,0
*G18271,0
*G18267,0
*G17701,0
*G18275,0
*G18274,0
G17700,0
G17562,0
G17432,0
G17525,0
G17623,0
36573,[2]38781
36343,0
36339,0
37280,0
35335,0
38448,0
35336,0
38423,0
33766,0
38449,[2]34881
38450,0
38452,0
38451,0
32918,0
34874,0
38141,0
38142,0
38143,0
38457,0
38455,[2]30133
33780,0
38453,[2]34877
33764,0
38454,0
34887,0
38456,0
34883,0
33783,0
34888,0
35946,0
30143,0
35944,0
38458,0
34882,0
38424,0
30146,0
30256,0
38460,0
38459,0
*39189,0
35337,0
34886,0
*38783,0
38653,0
37842,0
37455,0
38384,0
38385,0
38386,0
38387,0
38680,0
38382,0
38383,0
*38894,0
37094,0
*20569,
*20570,
*37837,
38467,[2]38853
*37510,
38468,
34460,
*G15270,0
G15259,0
G16812,0
G15257,0
G18211,0
*G16206,0
G15309,0
*G18406,0
G15326,0
G16810,0
38559,0
36341,0
20412,0
20415,0
20416,0
38558,0
38658,0
38657,0
38565,0
38573,0
38659,0
38586,0
38594,0
38566,0
38567,0
38591,0
38571,0
38596,0
38583,0
38601,0
38598,0
38607,0
38588,0
38606,0
37455,0
38616,0
38617,0
38618,0
38619,0
38620,0
38621,0
38890,0
38891,0
38892,0
38893,0
*39191,0
32866,
34229,
37710,
*37119,
37694,
36338,
G18189,0
G17953,0
G18132,0
G17565,0
G18136,0
G18133,0
G17650,0
38563,0
38593,0
38572,0
38589,0
38581,0
38609,0
38582,0
38584,0
38600,0
38585,0
38611,0
38597,0
38612,0
38569,0
38570,0
38605,0
38614,0
38604,0
38613,0
38660,0
38603,0
38403,
20481,
20471,
20480,
38428,
11352,0
10099,0
11208,0
11204,0
11233,0
11207,0
11057,0
11294,0
11259,0
10949,0
11260,0
10887,0
11079,0
11351,0
10556,0
11213,0
10559,0
11152,0
11264,0
11043,0
11265,0
10018,0
11329,0
11263,0
38420,0
36341,
G17668,0
38405,0
36387,0
38531,0
36353,0
37281,0
36354,0
36345,0
36346,0
37282,0
36357,0
36347,0
37284,0
36348,0
36349,0
36350,0
36356,0
36355,0
37418,0
G15170,0
G15183,0
10950,0
11288,0
11135,0
20441,0
20410,0
38416,0
38516,0
38522,0
38524,0
38517,0
38518,0
38853,[2]38467
38468,0
38523,0
38543,0
38528,0
38535,0
38544,0
38854,[2]38417
38519,0
38536,0
38533,0
38785,0
38530,0
38525,0
38521,0
38548,0
38520,0
38786,0
38526,0
36134,
22002,
38455,
33766,
32918,
35946,
35944,
22222,
35089,
34886,
G17604,0
36811,0
38767,0
20416,0
36311,0
36814,0
36314,0
36815,0
36323,0
38768,0
36315,0
36316,0
36319,0
36310,0
38769,0
38771,0
38810,0
38446,0
38770,0
36817,0
36330,0
36313,0
36816,0
37835,
20644,
38654,
38655,
G17880,0
G16808,0
G15352,0
35325,0
37274,0
36095,0
35334,0
38761,[2]32898
34306,0
38766,[2]34316
38762,0
36512,0
36565,0
38763,[2]36809
38765,0
33756,0
38435,0
38764,0
37455,0
G14670,0
G14733,0
38776,0
37508,0
37509,0
37515,0
37511,0
37838,0
37841,0
38777,[2]37839
37510,0
38778,0
37532,0
37530,0
37539,0
38779,0
35335,
35336,
G17525,0
G17918,0
G17562,0
G17432,0
G17701,0
38455,0
33764,0
33780,0
35336,0
38451,0
34883,0
39189,0
34886,0
38783,0
37094,0
38384,0
38894,0
20569,
37837,
37510,
G15270,0
G16206,0
20412,0
20413,0
38565,0
38658,0
38586,0
38583,0
38659,0
38567,0
38890,0
38891,0
38892,0
38893,0
39191,0
37710,
32866,
37694,
38563,0
38572,0
38605,0
38569,0
38604,0
10904,0
30001,0
38462,0
38853,0
38854,0
38411,0
30001,0
38474,0
38475,0
38480,0
38477,0
38485,0
38479,0
38478,0
38476,0
38488,0
38510,0
38511,0
36510,
36511,
37270,
G17708,0
G17709,0
G17710,0
G17707,0
G17711,0
G17705,0
G17712,0
30001,0
38761,0
38766,0
